Date,PM 2.5,T,TM,Tm,SLP,H,PP,VV,V,VM
2019-09-01,89,29.9,37.0,26.4,1001.5,76,0.51,2.6,8.0,18.3
2019-09-02,116,32.7,36.4,27.1,1000.8,69,0.0,2.7,4.3,11.1
2019-09-03,154,33.1,36.6,27.8,-,67,0.0,2.3,5.7,11.1
2019-09-07,83,29.9,37.2,27.2,1000.1,83,46.99,1.9,5.9,11.1
2019-09-08,93,31.9,35.5,26.4,1001,74,46.99,2.1,3.9,9.4
2019-09-09,137,32.2,36.0,28.3,999.5,70,0.0,1.9,3.9,11.1
2019-09-13,90,32.9,37.1,27.8,-,69,0.0,2.7,6.5,9.4
2019-09-14,78,32.0,35.0,28.8,1004.5,70,0.0,2.9,8.3,14.8
2019-09-15,102,30.7,35.2,27.3,1003.8,78,2.03,2.3,5.4,10.7
2019-09-19,68,29.1,35.1,25.1,1009.5,75,0.0,2.7,7.8,14.8
2019-09-20,89,30.8,35.0,24.9,1007.5,68,0.0,3.1,6.7,13.0
2019-09-21,100,28.0,35.3,24.0,1007.2,81,23.11,2.3,5.4,14.8
2019-09-25,88,30.2,35.0,24.5,1011.6,68,0.0,2.9,7.2,13.0
2019-09-26,59,29.7,35.1,25.8,-,73,0.0,3.4,8.7,16.5
2019-09-27,45,28.5,34.0,25.4,1010.3,76,0.0,3.1,9.1,14.8
2019-04-01,133,27.7,34.3,17.6,1008.5,41,0,3.9,12.4,22.2
2019-04-02,137,27.6,35,16.2,1008.8,42,0,3.9,5,14.8
2019-04-03,144,29.2,37,17.6,1008.1,41,0,3.5,9.1,18.3
2019-04-07,199,30.8,37.8,22.4,1006.2,57,6.1,1.8,10.7,35.2
2019-04-08,149,29.4,36,20.2,1006.5,52,0,2.6,5.9,18.3
2019-04-09,155,30.2,37,20.4,1005.5,48,0,3.2,4.6,11.1
2019-04-13,122,31.4,38,21.6,1007.8,42,0.25,3.7,12.8,25.9
2019-04-14,123,32.2,38,21.8,1006.8,40,0,4.5,9.8,14.8
2019-04-15,127,33.6,40,25.5,1006,36,0,3.7,9.4,18.3
2019-04-19,148,27.5,32,18.2,1007.9,50,0,3.7,9.4,14.8
2019-04-20,159,29.2,35,19.8,1005.2,46,0,3.4,5.7,14.8
2019-04-21,147,31.1,37.2,20.6,1004,41,0,3.5,9.3,20.6
2019-04-24,158,-,-,-,-,-,-,-,-,-
2019-04-25,167,-,-,-,-,-,-,-,-,-
2019-04-27,160,-,-,-,-,-,-,-,-,-
2019-04-28,173,34.8,41,25.4,1003.3,26,0,2.9,11.7,22.2
2019-04-29,175,34.8,42,23.4,1001.8,30,0,3.1,8.7,18.3
2019-04-30,167,-,-,-,-,-,-,-,-,-
2019-05-01,174,34.4,43.7,24.4,999.7,39,0,2.6,5.4,13
2019-05-02,161,33.5,41.3,25.8,1002.9,45,0,2.7,11.9,25.9
2019-05-03,178,32.6,41,24,-,46,0,3.2,7.6,55.4
2019-05-07,188,33.5,41.2,21.8,1001.9,40,0,2.6,10.7,25.9
2019-05-08,218,35.3,42,23.6,1001.2,38,0,2.7,11.5,24.1
2019-05-09,218,36.1,42,26.4,1000.6,38,0,2.6,13.7,25.9
2019-05-13,268,33.3,40,25.4,1003.9,52,0,1.9,8.9,31.7
2019-05-14,125,30.8,40.2,20.8,1003.9,60,3.05,3.1,5.6,14.8
2019-05-15,147,29.4,36,23,1004.5,72,0,2.3,8,18.3
2019-05-16,138,-,-,-,-,-,-,-,-,-
2019-05-17,145,-,-,-,-,-,-,-,-,-
2019-05-18,108,-,-,-,-,-,-,-,-,-
2019-05-19,159,-,-,-,-,-,-,-,-,-
2019-05-23,159,33.7,40,25,1002.4,45,4.06,2.6,8,27.8
2019-05-24,106,29.8,40.4,23.8,1003.8,60,0,3.2,11.1,25.9
2019-05-25,109,32.5,37,24.5,1002.6,41,0,3.7,11.5,25.9
2019-05-29,136,36.6,43,24.6,998.9,30,0,4,9.1,18.3
2019-05-30,146,38.2,45,26.8,-,26,0,3.4,9.1,22.2
2019-05-31,155,38.7,45,28.4,-,27,0,3.1,7.6,13
2019-06-01,164,37.6,44.8,27.6,998.3,40,0,3.1,7.8,13.0
2019-06-02,154,37.3,43.5,30.8,998.4,44,0,2.7,9.4,18.3
2019-06-03,143,35.9,42.5,29.4,998.8,47,0,2.7,11.9,18.3
2019-06-07,126,35.0,43.9,26.4,1001.9,46,0,3.4,7.0,11.1
2019-06-08,132,37.9,43.0,28.0,1000.5,36,0,3.1,6.7,16.5
2019-06-09,151,37.4,44.0,27.2,996.8,34,0,2.7,5.6,18.3
2019-06-13,120,37.0,41.6,29.0,997.8,38,0,3.2,9.8,18.3
2019-06-14,116,37.6,44.0,29.2,997.1,29,0,3.4,11.3,24.1
2019-06-15,156,37.9,43.7,27.8,997.7,28,0,2.9,14.4,37.0
2019-06-19,163,32.2,37.0,24.2,1000.3,53,0,2.9,6.1,11.1
2019-06-20,102,33.5,39.0,25.4,1000.9,50,0,3.5,6.7,13.0
2019-06-21,150,35.1,39.0,28.2,1000.1,50,0,3.1,5.7,14.8
2019-06-25,127,34.2,39.0,27.8,-,60,0,3.1,5.2,11.1
2019-06-26,152,35.8,41.0,29.6,997.5,52,0,2.7,6.7,18.3
2019-06-27,153,35.3,41.1,28.6,996.1,49,0,2.4,8.0,18.3
2019-01-01,319,12.8,22.6,4.0,1020.0,75,0.0,1.3,2.0,9.4
2019-01-02,328,13.8,23.0,6.5,1020.7,79,0.0,1.1,0.9,3.5
2019-01-03,375,13.5,23.4,6.7,1021.3,83,0.0,0.6,7.2,22.2
2019-01-07,233,13.2,20.0,7.1,1019.9,88,0.0,0.8,3.7,9.4
2019-01-08,235,13.6,20.1,7.0,1017.5,85,0.0,0.8,6.9,14.8
2019-01-09,202,13.5,20.4,8.0,1017.2,78,0.0,1.4,8.3,25.9
2019-01-13,301,15.7,22.9,8.5,1019.6,82,0.0,1.3,3.1,3.5
2019-01-14,158,13.3,23.5,8.0,1019.3,69,0.0,2.3,11.3,27.8
2019-01-15,181,11.2,19.5,6.0,1018.7,80,0.0,1.6,7.2,14.8
2019-01-19,280,14.8,25.4,5.7,1017.1,79,0.0,1.3,2.0,9.4
2019-01-20,281,17.5,28.2,7.0,1015.5,79,0.0,1.3,2.2,3.5
2019-01-21,210,16.4,28.7,11.5,1012.8,87,3.05,1.4,14.3,31.7
2019-01-25,154,13.4,22.0,9.2,1020.2,87,6.1,1.8,4.1,7.6
2019-01-26,169,12.2,19.0,6.0,1022.9,75,0.0,2.1,5.7,14.8
2019-01-27,200,12.9,19.2,5.2,1022.9,73,0.0,1.9,16.3,38.9
2019-01-31,267,15.5,21.0,8.2,1017.6,78,0.0,1.9,8.3,18.3
2019-02-01,226,16.3,22.0,11.0,1018.9,82,0,1.4,7.6,18.3
2019-02-02,246,12.9,22.5,8.2,1018.8,92,0,0.8,10.2,22.2
2019-02-03,205,13.8,20.0,9.4,1020.2,88,0,1.1,9.1,16.5
2019-02-07,138,16.5,25.1,13.2,1012.4,96,0,1.6,16.9,46.9
2019-02-08,127,14.9,20.4,7.0,1017.2,72,5.08,2.1,9.4,18.3
2019-02-09,164,14.8,20.6,8.4,1019.5,71,0,2.6,11.3,18.3
2019-03-19,161,24.1,31.0,12.8,1009.6,58,0.0,2.6,3.3,7.6
2019-03-20,146,26.9,34.0,15.5,1009.2,51,0.0,2.9,5.0,14.8
2019-03-21,184,25.6,34.1,16.6,1012.3,44,0.0,2.7,3.7,7.6
2019-03-25,140,24.4,32.1,17.6,1012,55,0.0,3.5,8.9,14.8
2019-03-26,142,24.2,30.4,16.2,1013.7,57,0.0,3.2,10.7,24.1
2019-03-27,139,25.1,31.4,15.0,1013.3,53,0.0,3.5,10.7,25.9
2019-03-31,124,28.8,39.2,21.0,1007.6,35,0.25,3.7,12.6,27.8
2018-10-01,151,28.2,34.8,22.2,1008.4,66,0,2.7,2.6,9.4
2018-10-02,156,28.7,35.2,22.5,1008.8,63,0,2.6,0.4,3.5
2018-10-03,125,28.8,35.6,22.5,1008.5,59,0,2.6,0.4,3.5
2018-10-07,157,26.4,34.6,20.2,1010,63,0,2.3,1.9,7.6
2018-10-08,174,27.5,34.8,20.1,1008.1,63,0,1.9,2.0,9.4
2018-10-09,171,27.8,35.3,22.4,1007.4,66,0,1.9,3.7,9.4
2018-10-13,181,23.8,32.4,16.6,1012.7,62,0,1.8,0.0,-
2018-10-14,160,24.2,31.8,17.3,1011.6,58,0,2.6,5.4,14.8
2018-10-15,177,25.7,32.5,17.0,1012.1,58,0,2.6,3.0,9.4
2018-10-19,182,27.1,34.0,17.8,1011,54,0,2.3,2.8,9.4
2018-10-20,202,26.0,33.8,17.4,1013.8,52,0,2.4,2.0,7.6
2018-10-21,180,24.8,32.9,17.0,-,54,0,2.6,3.3,13
2018-10-25,204,24.5,32.5,15.0,1014.8,58,0,2.4,2.0,7.6
2018-10-26,169,24.2,32.4,15.8,1016.8,59,0,2.1,0.6,5.4
2018-10-27,242,24.2,31.0,15.6,1016.7,62,0,1.9,2.4,9.4
2018-10-31,249,24.1,31.0,16.0,1015.3,63,0,1.6,2.2,10.7
2018-11-01,257,24.1,31.1,16,1014.3,65,0,1.6,5,14.4
2018-11-02,241,24.6,32,16,1012.1,63,0,1.6,4.1,7.6
2018-11-03,203,25.2,31.6,18.5,1011.7,63,0.25,1.9,9.4,14.8
2018-11-07,195,20.3,28,12.5,1015.7,44,0,3.1,8.3,18.3
2018-11-08,357,18.6,27.8,10.5,1014.7,58,0,1.4,1.1,3.5
2018-11-09,321,21.5,29,11,-,59,0,1.4,2.4,-
2018-11-13,279,21.9,30.2,14.2,1009.6,74,0.25,1.3,4.1,9.4
2018-11-14,210,22.2,29.4,17.6,1011.4,77,7.11,2.3,5.4,14.8
2018-11-15,172,22.2,28.5,16.2,1015.2,67,1.02,2.4,4.8,9.4
2018-11-17,188,-,-,-,-,-,-,-,-,-
2018-11-18,192,-,-,-,-,-,-,-,-,-
2018-11-19,232,-,-,-,-,-,-,-,-,-
2018-11-20,249,-,-,-,-,-,-,-,-,-
2018-11-21,281,-,-,-,-,-,-,-,-,-
2018-11-22,174,-,-,-,-,-,-,-,-,-
2018-11-25,174,19.3,27.9,10.4,1016.4,59,0,2.9,2,9.4
2018-11-26,222,19.8,27.2,10.5,1016.3,64,0,2.1,0.7,5.4
2018-11-27,199,20.8,28.2,10.7,1018,65,0,1.9,0.9,5.4
2018-12-01,208,19.6,26.4,10.8,-,60,0.0,2.6,5.4,14.8
2018-12-02,177,19.6,28.0,9.0,1014.6,56,0.0,2.4,2.4,11.1
2018-12-03,211,18.9,28.1,8.6,1016.7,58,0.0,1.9,3.5,9.4
2018-12-07,235,17.5,25.1,8.8,1015.7,67,0.0,1.9,4.8,22.2
2018-12-08,243,16.5,24.2,7.6,1016.3,70,0.0,1.8,2.8,11.1
2018-12-09,240,17.4,25.0,8.2,1014.9,66,0.0,1.8,1.1,7.6
2018-12-13,156,16.4,21.6,11.2,-,77,1.02,2.6,3.9,7.6
2018-12-14,173,15.7,21.4,8.0,1022.8,74,0.0,1.9,5.9,14.8
2018-12-15,185,15.3,22.0,8.2,1022.3,78,0.0,1.9,5.6,13.0
2018-12-19,247,14.8,22.3,5.2,1018.9,67,0.0,2.1,4.6,11.1
2018-12-20,281,12.3,22.4,4.0,1017.9,74,0.0,1.3,1.1,3.5
2018-12-21,310,11.3,22.3,4.7,1017.7,82,0.0,1.1,3.0,3.5
2018-12-25,350,12.3,19.4,6.2,1016.8,80,0.0,1.3,6.7,25.9
2018-12-26,277,11.1,20.6,3.6,1015.7,76,0.0,1.3,3.0,9.4
2018-12-27,286,11.6,21.4,3.4,1017.1,76,0.0,1.1,2.4,5.4
2018-07-01,79,32.6,36.2,29.0,997.2,68,0.0,1.9,11.9,22.2
2018-07-02,82,31.2,37.4,24.4,995.6,66,22.1,2.9,12.0,24.1
2018-07-03,103,32.1,37.8,23.6,995.7,70,0.0,2.3,6.3,13.0
2018-07-07,144,33.7,37.8,28.2,997.0,59,0.0,1.9,3.1,14.8
2018-07-08,144,35.2,39.4,28.5,995.6,55,0.0,3.1,3.3,7.6
2018-07-09,158,33.4,40.1,30.8,996.1,71,0.0,1.9,9.4,14.8
2018-07-13,86,29.3,37.8,26.2,996.9,85,54.1,1.9,3.7,9.4
2018-07-14,94,30.3,34.2,25.4,996.2,82,0.0,1.9,3.7,11.1
2018-07-15,91,31.8,35.2,27.6,996.2,77,0.0,1.9,5.6,11.1
2018-07-19,97,32.8,37.3,28.8,996.9,73,0.0,2.6,5.2,11.1
2018-07-20,103,29.2,37.8,26.0,996.8,87,23.88,1.9,1.9,5.4
2018-07-21,136,29.2,33.4,27.0,997.3,89,7.11,1.9,2.8,7.6
2018-07-25,89,29.5,36.7,28.0,997.3,84,1.02,1.9,3.9,9.4
2018-07-26,87,26.9,32.2,25.8,997.6,95,5.08,1.9,6.5,11.1
2018-07-27,80,26.7,28.7,25.2,996.7,95,45.97,1.9,3.1,13.0
2018-07-31,113,30.0,34.5,27.2,997.0,76,0.0,1.9,8.3,14.8
2018-08-01,113,31.5,35.0,26.0,997.0,71,0.51,2.7,5.0,14.8
2018-08-02,149,32.1,35.6,28.2,998.3,67,0.0,2.3,13.0,22.2
2018-08-03,145,31.5,35.8,28.2,998.6,68,0.0,2.3,11.7,22.2
2018-08-07,117,28.2,31.8,26.4,999.2,89,2.03,1.9,2.6,7.6
2018-08-08,76,30.4,33.4,26.5,999.9,83,4.06,1.9,4.6,9.4
2018-08-09,81,32.0,35.4,27.6,1001.8,73,0.51,2.3,4.6,14.8
2018-08-13,68,30.4,33.2,27.6,997.1,78,7.87,1.9,1.7,7.6
2018-08-14,100,30.8,34.4,27.4,997.6,80,0.51,2.3,4.3,9.4
2018-08-15,102,31.1,35.3,28.4,999.9,73,8.89,2.6,5.6,14.8
2018-08-19,114,28.5,36.3,26.6,998.4,91,5.08,1.9,0.0,-
2018-08-20,167,30.0,33.6,25.9,999.8,83,40.89,1.9,4.3,9.4
2018-08-21,38,31.7,36.4,26.2,999.2,73,0.0,1.9,4.6,9.4
2018-08-25,43,30.3,34.4,27.0,998.5,73,0.0,2.6,11.3,24.1
2018-08-26,43,31.0,34.2,27.0,998.0,73,0.0,3.2,7.8,24.1
2018-08-27,52,29.6,34.9,26.5,999.8,83,2.03,2.6,2.6,9.4
2018-08-31,115,30.9,35.1,28.0,1000.0,76,0.0,2.3,4.8,11.1
2018-09-01,106,27.1,34,23.5,1002.6,93,24.89,1.8,4.8,16.5
2018-09-03,113,26.7,29,25.6,1002.4,95,36.07,1.6,0.4,3.5
2018-09-07,83,28.3,34.6,24.6,1003.2,86,20.07,2.1,1.7,9.4
2018-09-08,64,28.7,34.1,25.5,1003.5,83,2.03,2.6,9.3,22.2
2018-09-09,46,28.6,33.6,25,1005.2,80,6.1,3.1,8.1,11.1
2018-09-13,17,30.3,33.6,26.5,1003.3,67,0,2.6,13,18.3
2018-09-14,103,29.5,34.4,22.2,1005.7,70,0,3.4,7,14.8
2018-09-15,83,30.6,34.6,25.5,1007.3,60,0,4,8.1,13
2018-09-17,137,-,-,-,-,-,-,-,-,-
2018-09-20,149,30,35.4,24,1005.2,66,0,2.7,2.8,7.6
2018-09-21,100,28.3,35.7,23.8,1008,75,0,2.6,9.1,14.8
2018-09-22,54,25.8,34,22.2,1008,91,26.92,1.9,10.9,18.3
2018-09-24,54,-,-,-,-,-,-,-,-,-
2018-09-27,144,28,33.2,22.6,1007.8,75,0,2.7,2.4,7.6
2018-09-28,143,29.3,35.4,23.2,1008.3,63,0,2.6,2,11.1
2018-09-29,152,28.9,35.5,23.4,1009.1,65,0,2.3,2.6,11.1
2018-04-01,138,27.8,34.8,20.0,1008.6,52,0.0,2.7,6.1,11.1
2018-04-02,152,27.6,36.2,20.8,1009.0,53,0.0,2.6,4.8,11.1
2018-04-03,160,29.4,38.2,21.4,1007.2,49,0.0,2.6,2.6,5.4
2018-04-07,88,27.9,36.6,19.0,1008.3,57,5.08,2.7,5.9,9.4
2018-04-08,112,29.4,35.6,23.0,1008.8,51,0.0,2.3,9.1,18.3
2018-04-09,105,25.2,36.3,20.2,1010.1,67,2.03,2.9,6.7,22.2
2018-04-13,124,25.8,34.4,18.2,1008.3,38,0.0,2.3,3.0,14.8
2018-04-14,136,28.1,36.0,18.2,1006.8,36,0.0,3.1,4.6,14.8
2018-04-15,157,30.1,38.0,20.5,1006.0,39,0.0,2.7,3.1,11.1
2018-04-19,160,31.1,39.0,23.0,1003.0,32,0.0,2.6,5.0,22.2
2018-04-20,155,32.7,39.4,24.0,1002.6,26,0.0,1.9,12.4,33.5
2018-04-21,193,29.2,39.5,24.0,1007.9,31,0.0,2.6,9.1,14.8
2018-04-25,148,31.7,41.4,20.8,1002.3,26,0.0,2.6,5.6,18.3
2018-04-26,180,33.2,41.6,25.5,1001.5,31,0.0,1.9,4.8,13.0
2018-04-27,169,32.4,42.0,26.4,1004.7,48,0.0,3.1,7.0,9.4
2018-05-01,119,31.7,40.0,26.5,1003.4,52,0.0,2.7,10.0,14.8
2018-05-02,126,28.8,37.6,20.2,1004.7,59,12.95,1.6,13.7,31.3
2018-05-03,116,29.6,34.2,25.0,1005.8,52,0.0,1.9,10.0,14.8
2018-05-07,159,31.2,38.0,24.0,1003.2,40,0.0,1.9,11.7,37.0
2018-05-08,119,29.1,39.6,24.6,1004.3,43,0.0,1.8,7.4,22.2
2018-05-09,144,28.3,35.2,22.4,1006.1,57,0.0,1.9,3.3,11.1
2018-05-13,161,29.9,42.2,24.4,1003.5,56,7.87,1.8,12.0,31.3
2018-05-14,109,30.2,35.6,24.0,1004.6,53,0.0,2.6,6.7,9.4
2018-05-15,147,32.2,37.4,26.4,1002.2,54,0.0,2.7,5.2,16.5
2018-05-19,158,33.1,41.2,26.4,1001.7,40,0.0,1.9,4.4,14.8
2018-05-20,145,33.2,41.4,27.0,1002.8,33,0.0,2.6,3.1,14.8
2018-05-21,137,34.1,41.2,25.5,1002.9,26,0.0,2.7,5.9,16.5
2018-05-25,145,34.5,43.0,23.8,1000.1,25,0.0,2.7,6.5,22.2
2018-05-26,146,34.5,44.0,24.5,998.9,27,0.0,1.9,4.4,18.3
2018-05-27,151,36.1,45.0,26.3,998.1,24,0.0,2.7,8.7,25.9
2018-05-31,139,35.9,42.0,29.4,999.7,46,0.0,2.7,7.0,14.8
2018-06-01,145,34.6,42.1,28.4,1000.7,50,0.0,2.6,12.8,33.5
2018-06-02,104,32.3,42.0,26.6,1001.6,53,0.0,2.7,12.0,18.3
2018-06-03,121,34.0,39.2,27.7,998.6,56,0.0,2.6,9.6,14.8
2018-06-07,146,35.8,40.8,29.2,997.0,53,0.0,1.9,6.5,11.1
2018-06-08,148,35.2,41.4,32.0,994.3,55,0.0,1.9,11.3,18.3
2018-06-09,119,30.3,40.5,25.6,995.1,75,5.08,1.4,11.5,33.5
2018-06-13,286,37.8,41.7,34.0,990.4,41,0.0,1.6,19.4,33.5
2018-06-14,260,36.8,41.2,33.0,992.5,41,0.0,1.6,16.9,25.9
2018-06-15,195,36.7,40.5,33.4,994.7,43,0.0,1.9,17.4,27.8
2018-06-19,113,34.2,39.4,26.5,998.2,49,0.0,2.6,5.9,16.5
2018-06-20,144,35.2,40.2,29.8,998.9,55,0.0,2.6,1.9,5.4
2018-06-21,149,36.2,41.9,30.9,998.2,50,0.0,1.9,3.5,11.1
2018-06-25,148,36.6,42.2,32.6,993.8,42,0.0,2.1,11.3,31.7
2018-06-26,119,32.4,42.7,30.7,995.5,59,0.0,1.9,5.4,11.1
2018-06-27,119,30.3,37.5,26.2,997.8,76,3.05,1.9,10.2,18.3
2018-01-01,389,12.2,23.9,5.7,1014.5,88,0,0.3,0.7,5.4
2018-01-02,420,11.8,20.1,8.4,1015.3,89,0,0.3,2.8,9.4
2018-01-03,343,11.3,18.2,6.7,1015.6,85,0,0.6,3.5,9.4
2018-01-07,293,13.2,20.8,6.4,1015.2,69,0,1.4,8.5,14.8
2018-01-08,233,12.1,20.7,5.0,1017.6,72,0,1.4,3.9,11.1
2018-01-09,305,12.2,21.7,4.2,1019.1,75,0,1.4,5.7,18.3
2018-01-13,258,13.6,23.7,5.5,1016.1,68,0,1.4,4.4,18.3
2018-01-14,259,14.0,23.7,5.7,1016.2,69,0,2.3,4.8,14.8
2018-01-15,297,14.7,25.0,6.4,1015.6,70,0,1.4,9.4,24.1
2018-01-19,358,15.8,24.2,9.5,1016.0,79,0,1.0,4.6,11.1
2018-01-20,267,14.2,24.9,8.0,1014.9,75,0,0.6,5.0,13.0
2018-01-21,231,13.9,25.2,5.0,1014.7,70,0,1.9,0.4,3.5
2018-01-25,207,12.5,18.9,8.8,1013.4,90,0,0.6,8.3,16.5
2018-01-26,238,12.1,18.4,7.0,1014.1,89,0,0.5,4.4,9.4
2018-01-27,251,13.0,20.2,8.0,1014.4,79,0,0.6,4.3,9.4
2018-01-31,206,17.2,26.9,9.9,1014.3,69,0,1.4,13.0,25.9
2018-02-01,210,18.7,27.2,11.0,1013.9,69,0,1.4,3.0,13.0
2018-02-02,219,17.7,27.8,10.5,1012.7,69,0,1.6,3.7,14.8
2018-02-03,179,16.0,26.5,9.3,1015.4,57,0,1.4,4.4,13.0
2018-02-07,193,15.0,23.6,8.5,1014.6,55,0,1.4,7.4,22.2
2018-02-08,223,13.9,24.1,5.5,1013.8,61,0,1.6,1.7,9.4
2018-02-09,259,14.6,24.0,6.1,1014.4,59,0,1.3,2.2,7.6
2018-02-13,167,16.4,23.4,9.0,1022.5,75,0,1.6,5.2,14.8
2018-02-14,144,16.4,23.5,10.2,1021.6,63,0,1.8,11.1,25.9
2018-02-15,152,17.5,23.4,11.6,1019.6,66,0,2.4,9.8,25.9
2018-02-20,156,19.0,28.2,10.1,1012.9,62,0,2.1,4.4,14.8
2018-02-21,193,21.5,31.2,12.5,1010.5,59,0,1.8,1.5,5.4
2018-02-25,170,22.5,31.6,17.0,1015.4,65,0,1.9,7.4,16.5
2018-02-26,131,21.1,29.4,14.5,1012.8,64,0,2.6,11.3,25.9
2018-02-27,153,22.3,29.8,15.4,1012.6,65,0,1.9,6.3,24.1
2018-03-01,170,21.7,30.7,14.9,1010.8,62,0,1.6,1.7,7.6
2018-03-02,175,22.9,31.0,15.5,1009.0,58,0,2.3,3.9,14.8
2018-03-03,167,24.1,32.3,16.6,1006.9,53,0,2.1,2.0,9.4
2018-03-07,147,21.8,29.4,14.7,1012.3,53,0,2.6,7.6,22.2
